;year;doi;authors;title;abstract;type;source;code_0;code_1;code_2
248;2025;10.1109/TDSC.2024.3424212;"Ge Z.; Wang C.; Long Y.; Gu D.";Shaduf++: Non-Cycle and Privacy-Preserving Payment Channel Rebalancing;Payment channels serve as a promising solution to improving the scalability of permissionless blockchains, each of which allows two users to perform off-chain payments with almost unlimited frequency. Nevertheless, the payment channel risks encountering fund depletion, which threatens the availability of off-chain payments. The most recent method needs a cycle-based channel rebalancing procedure, which requires a fair leader and users with rebalancing demands forming directed cycles in the network. Therefore, its large-scale applications are restricted. Moreover, the privacy issue is not considered, leading to the leakage of rebalancing information. In this work, we introduce Shaduf++, a novel non-cycle off-chain rebalancing protocol that offers a new solution for users to shift coins among any channels to which they belong directly without relying on the cycle setting, and therefore could be applied to more general rebalancing scenarios. Furthermore, utilizing the cryptography primitives, including the commitment and the range proof schemes, Shaduf++ preserves the privacy for the rebalancing operations. We provide the details of Shaduf++ and formally prove its security under the Universal Composability framework. Our prototype demonstrates its feasibility and the experimental evaluation shows that Shaduf++ enhances the Lighting Network performance in payment success ratio and volume.  © 2004-2012 IEEE.;article;scopus;New Protocol;Performance;LN
249;2025;10.48550/arXiv.2501.11419;Corcoran, P., Lewis, R.;An Analysis of the Correctness and Computational Complexity of Path Planning in Payment Channel Networks;Payment Channel Networks (PCNs) are a method for improving the scaling and latency of cryptocurrency transactions. For a payment to be made between two peers in a PCN, a feasible low-fee path in the network must be planned. Many PCN path planning algorithms use a search algorithm that is a variant of Dijkstra's algorithm. In this article, we prove the correctness and computational complexity of this algorithm. Specifically, we show that, if the PCN satisfies a consistency property relating to the fees charged by payment channels, the algorithm is correct and has polynomial computational complexity. However, in the general case, the algorithm is not correct and the path planning problem is NP-hard. These newly developed results can be used to inform the development of new or existing PCNs amenable to path planning. For example, we show that the Lightning Network, which is the most widely used PCN and is built on the Bitcoin cryptocurrency, currently satisfies the above consistency property. As a second contribution, we demonstrate that a small modification to the above path planning algorithm which, although having the same asymptotic computational complexity, empirically shows better performance. This modification involves the use of a bidirectional search and is empirically evaluated by simulating transactions on the Lightning Network.;preprint;arxiv;Analysis;Performance;LN
250;2025;10.1109/ACCESS.2025.3578310;"Eres A.M.; Babac M.B.";Analysis of the Impact of the Collateral Funds in Payment Channel Networks;This paper provides results and conclusions of empirical analysis of two protocols intended for handling blockchain transactions in the Lightning Network (LN), Blitz and HTLC. HTLC protocol is already implemented and widely adopted protocol in the Lightning Network. Blitz is a newer protocol, not yet implemented in the Lightning Network. The objective of this paper is to compare two protocols which operate over payment channel networks (PCN), and to conduct experiments that display advantages of the Blitz protocol. Experiments are made on generated transactions based on the topology of a real LN snapshot.  © 2013 IEEE.;article;scopus;Analysis;Performance;LN
251;2025;10.1109/ACCESS.2025.3527746;"Jin A.; Ye Y.; Lee B.; Li X.; Qiao Y.";PaySwitch: Smart Contract-Based Payment Switch for Off-Chain Payment Channel Networks;Payment channel networks (PCNs) are a viable solution to the issue of blockchain scalability by offering off-chain transactions between two untrusted peers, without committing each transaction to the blockchain. The payment channel cannot be used when its deposit is depleted, which hinders the payment completion, such as it is overly utilized in one direction. However, they cannot migrate the deposit from one channel to another to facilitate payment completion when a depletion in the channel deposit arises. This limitation arises from the basic design assumption of payment channels, i.e., each channel is independent from others. To overcome this limitation, this paper proposes PaySwitch, inspired by the traditional network switch, to enable connecting multiple payment channels through one PaySwitch smart contract. PaySwitch is designed to enable any peer in the PaySwitch to dynamically reallocate the deposits in their payment channels while maintaining the independence of each other to ensure the trustworthiness of the channel. This paper presents the security definition of PaySwitch and formally proves its security using the UC-framework. To demonstrate the feasibility of PaySwitch, this paper applies it to several routing algorithms. The experimental results show that PaySwitch is capable of improving the transaction success rate and throughput compared with the traditional payment channel based approaches.  © 2025 The Authors.;article;scopus;New Protocol;Performance;Other
252;2025;10.1109/TNSM.2025.3542960;"Kotzer A.; Ladóczki B.; Tapolcai J.; Rottenstreich O.";Addressing Scalability Issues of Blockchains With Hypergraph Payment Networks;Payment channels are auspicious candidates in layer-2 solutions to reduce the number of on-chain transactions on traditional blockchains and increase transaction throughput. To construct payment channels, peers lock funds on 2-of-2 multisig addresses and open channels between one another to transact via instant peer-to-peer transactions. Transactions between peers without a direct channel are made possible by routing the payment over a series of adjacent channels. In certain cases, this can lead to relatively low transaction success rates and high transaction fees. In this work, we introduce pliability to constructing payment channels and graft edges with more than two endpoints into the payment graph. We refer to these constructions as hyperedges. We present hyperedge-based topologies to form hypergraphs and compare them to Bitcoin’s Lightning network and other state-of-the-art solutions. The results demonstrate that hyperedge-based implementations can both increase transaction success rate, in addition to decreasing the network cost by more than 50% compared to that of the Lightning Network. © 2004-2012 IEEE.;article;scopus;New Protocol;Topology;LN
253;2025;10.1109/TDSC.2024.3521437;"Liu Y.; Li P.; Li D.; Wu C.; Jiang N.; Wu Q.; Gangwal A.; Tiwari P.; Conti M.";SharHSC: A Sharding-Based Hybrid State Channel to Realize Blockchain Scalability and Security;Addressing blockchain's insufficient throughput and scalability is imperative for practical viability. Off-chain approaches, such as state channels (including Hash Time Lock Contract (HTLC), virtual channels), demonstrate enhanced throughput by enabling parallel transaction processing. While virtual channels introduce execution complexity, HTLC suffers from high update delays. Moreover, existing methods face network attacks. We present Sharding-based Hybrid State Channel (SharHSC) to address these issues. First, we introduce a novel off-chain sharding architecture, which partitions proxy nodes into multiple shards. Thus, when the off-chain node count increases, adding shards enhances system throughput. Second, each shard establishes a supervisory committee to record latest channel statuses to ensure accurate fund distribution upon channel closure. Third, we combine the strengths of HTLC and virtual channels. In particular, SharHSC constructs a single virtual channel across all the nodes involved in the payment by treating the nodes between payer and payee as an intermediate entity, which utilizes HTLC for fund routing. This realizes both low latency and streamlined complexity. Finally, our work is substantiated by security analysis and experiments. As the node number varies, compared with HTLC and virtual channels, the latency is reduced by 49.32% and 31.82%, and the throughput is increased by 8.93 and 1.89 times. © 2004-2012 IEEE.;article;scopus;New Protocol;Performance;Other
254;2025;10.1109/LNET.2024.3520350;"Mishra S.; Aggarwal V.; Pal S.; Agarwal V.";HeRo: Heuristic-Based Routing in Payment Channel Networks;Payment channels support off-chain transactions by enhancing transaction speed and reducing fees in the main blockchain. However, the costs and complexity of the network increase as we increase the size of the network. To address these challenges, we propose Heuristic-Based Routing with Scheduling (HeRo) combining heuristic-based routing and scheduling techniques in Payment Channel Networks (PCNs). HeRo achieves a cost reduction of 32.71% and 73.08% compared with multi-charge PCN (MPCN-RP) and Dijkstra algorithms, respectively.  © 2019 IEEE.;article;scopus;New Protocol;Performance;LN
255;2025;10.1109/TNSE.2024.3522198;"Sharma N.; Kapoor K.";MaxREE: Maximizing Flow by Replacing Exhausted Edges in Lightning Network;Blockchain-based cryptocurrencies have grown rapidly over the past decade, but issues with scalability are limiting their wider adoption. Payment Channel Network, a layer two solution, is an alternative for enhancing the scalability of a blockchain network. Two users can engage in some off-chain transactions via payment channels in the network they build in order to avoid the time and expense of on-chain settlement. The number of nodes in the Bitcoin payment channel network has nearly doubled over the last two years, and this network size is proliferating. The number of transactions on the network will increase along with its growth. However, the existing distributed routing algorithms cannot effectively schedule several concurrent transactions due to their static nature. We propose the maxREE algorithm, which efficiently handles concurrent transactions with negligible overhead. Our algorithm considers substituting the necessary edges with superior alternatives to prevent the saturation of a channel's directional capacity while maintaining the height of the underlying routing tree. The transaction flow was enhanced by our proposed algorithm's self-rebalancing and link load sharing. Without compromising network privacy, the unused links are dynamically substituted for the congested ones. We have also developed a simulator, called DRLNsim, to compare our algorithm with existing techniques. On the simulator, the routing approaches are examined using multiple custom network sizes. The proposed method enabled concurrent transactions 58% more effectively on average than existing techniques. The simulation's outcomes mirror the patterns found through theoretical study.  © 2013 IEEE.;article;scopus;New Protocol;Performance;LN
256;2025;10.1016/j.engappai.2025.110225;"Valko D.; Kudenko D.";Hybrid pathfinding optimization for the Lightning Network with Reinforcement Learning;Payment channel networks, such as Bitcoin's Lightning Network, have emerged to address blockchain scalability issues, enabling rapid transactions. Despite their potential, these networks often experience payment failures due to delays in pathfinding, unreliable routes and infrastructure issues, resulting in excessive carbon emissions. Current reinforcement learning solutions for payment channel networks mainly address issues like payment channel balance and routing fees but often overlook the infrastructure-related causes of payment failure. This paper introduces a novel reinforcement learning-based architecture that combines reinforcement learning agent with native deterministic pathfinding algorithms. This hybrid approach leverages the fast, complete solutions of deterministic algorithms while adapting to the network's dynamic and probabilistic nature of payments to significantly enhance payment success rates. Experiments on real network snapshots show that this approach outperforms native pathfinding algorithms and state-of-the-art static optimization methods, providing improved reliability and efficiency in dynamic network conditions. In scenarios with payment failure rates greater than 5%, the proposed approach achieves a 10% higher payment success rate than existing methods, while maintaining balanced performance on economic key metrics such as the payment fee and throughput, and on sustainability key metrics such as payment path length, number of inter-country/continental hops, and average carbon intensity. © 2025 Elsevier Ltd;article;scopus;Modified Protocol;Performance;LN
257;2025;10.1109/TDSC.2025.3541726;"Xu M.; Li Y.; Shi C.; Zhang Y.; Niu Y.; Xu F.; Zhong S.";OPRE: Towards Better Availability of PCNs Through Recovering;The Payment Channel Network (PCN) stands out as one of the most promising technologies for scaling blockchain-based cryptocurrencies. However, a noteworthy challenge arises during the utilization of PCNs, where a substantial portion of payment channels gradually becomes exhausted, leading to a reduction in the overall availability of PCNs. This issue is crucial in the context of blockchain off-chain PCNs and warrants a comprehensive investigation. In this paper, we introduce the problem of optimal recover and propose OPtimal REcovering protocols, denoted as OPRE and OPRE+, to address this challenge. The protocols target at recovering the optimal number of nearly exhausted channels in the PCN. OPRE provides a basic solution, and OPRE+ is an augmentation which provides a more efficient and effective solution. Furthermore, to address users’ privacy concerns, we propose privacy-preserving versions of the protocols, ensuring that users’ balance on payment channels remains undisclosed during the execution of the protocols. Beyond the theoretical design and analysis, we implement these protocols and conduct experimental evaluations to assess their performance. The results affirm that our protocols exhibit efficiency and effectiveness in significantly improving the availability of PCNs. © 2004-2012 IEEE All rights reserved.;article;scopus;New Protocol;Performance;LN
258;2025;10.48550/arXiv.2504.20536;Xu M., Yu W., Shang G., ...Zhang Y., Cheng, X.;Starfish: Rebalancing Multi-Party Off-Chain Payment Channels;Blockchain technology has revolutionized the way transactions are executed, but scalability remains a major challenge. Payment Channel Network (PCN), as a Layer-2 scaling solution, has been proposed to address this issue. However, skewed payments can deplete the balance of one party within a channel, restricting the ability of PCNs to transact through a path and subsequently reducing the transaction success rate. To address this issue, the technology of rebalancing has been proposed. However, existing rebalancing strategies in PCNs are limited in their capacity and efficiency. Cycle-based approaches only address rebalancing within groups of nodes that form a cycle network, while non-cycle-based approaches face high complexity of on-chain operations and limitations on rebalancing capacity. In this study, we propose Starfish, a rebalancing approach that captures the star-shaped network structure to provide high rebalancing efficiency and large channel capacity. Starfish requires only N-time on-chain operations to connect independent channels and aggregate the total budget of all channels. To demonstrate the correctness and advantages of our method, we provide a formal security proof of the Starfish protocol and conduct comparative experiments with existing rebalancing techniques.;preprint;arxiv;New Protocol;Performance;LN
259;2025;10.48550/arXiv.2501.04236;Yang L., Dong X., Wang W., ...Tian W., Shen Y.;Splicer+: Secure Hub Placement and Deadlock-Free Routing for Payment Channel Network Scalability;Payment channel hub (PCH) is a promising approach for payment channel networks (PCNs) to improve efficiency by deploying robust hubs to steadily process off-chain transactions. However, existing PCHs, often preplaced without considering payment request distribution across PCNs, can lead to load imbalance. PCNs' reliance on source routing, which makes decisions based solely on individual sender requests, can degrade performance by overlooking other requests, thus further impairing scalability. In this paper, we introduce Splicer+, a highly scalable multi-PCH solution based on the trusted execution environment (TEE). We study tradeoffs in communication overhead between participants, transform the original NP-hard PCH placement problem by mixed-integer linear programming, and propose optimal/approximate solutions with load balancing for different PCN scales using supermodular techniques. Considering global PCN states and local directly connected sender requests, we design a deadlock-free routing protocol for PCHs. It dynamically adjusts the payment processing rate across multiple channels and, combined with TEE, ensures high-performance routing with confidential computation. We provide a formal security proof for the Splicer+ protocol in the UC-framework. Extensive evaluations demonstrate the effectiveness of Splicer+, with transaction success ratio (↑51.1%), throughput (↑181.5%), and latency outperforming state-of-the-art PCNs.;preprint;arxiv;New Protocol;Performance;LN
260;2017;10.48550/arXiv.1711.02597;Engelmann, F., Kopp, H., Kargl, F., Glaser, F., Weinhardt, C.;Towards an economic analysis of routing in payment channel networks;Payment channel networks are supposed to overcome technical scalability limitations of blockchain infrastructure by employing a special overlay network with fast payment confirmation and only sporadic settlement of netted transactions on the blockchain. However, they introduce economic routing constraints that limit decentralized scalability and are currently not well understood. In this paper, we model the economic incentives for participants in payment channel networks. We provide the first formal model of payment channel economics and analyze how the cheapest path can be found. Additionally, our simulation assesses the long-term evolution of a payment channel network. We find that even for small routing fees, sometimes it is cheaper to settle the transaction directly on the blockchain.;preprint;arxiv;Analysis;Economics;LN
261;2018;10.1007/978-3-030-00305-0_6;"Avarikioti G.; Janssen G.; Wang Y.; Wattenhofer R.";Payment Network Design with Fees;Payment channels are the most prominent solution to the blockchain scalability problem. We introduce the problem of network design with fees for payment channels from the perspective of a Payment Service Provider (PSP). Given a set of transactions, we examine the optimal graph structure and fee assignment to maximize the PSP’s profit. A customer prefers to route transactions through the PSP’s network if the cheapest path from sender to receiver is financially interesting, i.e., if the path costs less than the blockchain fee. When the graph structure is a tree, and the PSP facilitates all transactions, the problem can be formulated as a linear program. For a path graph, we present a polynomial time algorithm to assign optimal fees. We also show that the star network, where the center is an additional node acting as an intermediary, is a near-optimal solution to the network design problem. © Springer Nature Switzerland AG 2018.;conference paper;scopus;Analysis;Economics;Other
262;2018;10.4230/LIPIcs.ISAAC.2018.16;"Avarikioti G.; Wang Y.; Wattenhofer R.";Algorithmic channel design;"Payment networks, also known as channels, are a most promising solution to the throughput problem of cryptocurrencies. In this paper we study the design of capital-efficient payment networks, offline as well as online variants. We want to know how to compute an efficient payment network topology, how capital should be assigned to the individual edges, and how to decide which transactions to accept. Towards this end, we present a flurry of interesting results, basic but generally applicable insights on the one hand, and hardness results and approximation algorithms on the other hand. © Georgia Avarikioti, Yuyi Wang, and Roger Wattenhofer;";conference paper;scopus;Analysis;Economics;Other
263;2018;10.1109/Cybermatics_2018.2018.00209;"Di Stasi G.; Avallone S.; Canonico R.; Ventre G.";Routing Payments on the Lightning Network;Bitcoin is a new digital currency created with the aim of being decentralized, peer-To-peer, censorship-resistant, borderless, scarce, fast and cheap to use. Since Bitcoin main way of operating is based on broadcast communications, e.g. all transactions of the currency reach all network peers, how to achieve scalability is one of the most important concerns for it to achieve wide usage. One of the proposals to improve its scalability takes the form of the Lightning Network (LN) which consists of an overlay network on top of the base Bitcoin layer. Such an overlay allows to perform a new kind of off-blockchain transactions, i.e.Transactions not broadcast to the entire network, that, differently from previous off-blockchain solutions, do not require to put trust in any third entity. Important open problems of the LN are i) defining how payments should be routed and ii) establishing which fee policies intermediate nodes should apply for forwarding payments. The contributions of this work are twofold: we first propose a new, more general, way for nodes to apply fees for forwarding payments which allows to keep the network balanced and improve its performance in the long term. Secondly, we propose a new multipath routing payment scheme, based on the atomic multipath payment method, which is able to significantly reduce the fees paid by users, while being fast and also able to keep the network balanced. © 2018 IEEE.;conference paper;scopus;New Protocol;Economics;LN
264;2018;10.1109/PADSW.2018.8644930;"Jun Ren A.H.; Feng L.; Cheong S.A.; Goh R.S.M.";Optimal Fee Structure for Efficient Lightning Networks;Off-chain transaction handling like the Lightning Network (LN) is among the most promising solutions to solve the scaling challenges in blockchain technology like Bitcoin. At the same time, the LN faces its own challenges like transaction path lengths, centralization of channels (hubs), channel imbalances (depletion), etc. Here we study the effects of payment channel fees on these various factors. To get realistic insights, we based our study on empirical Bitcoin transaction patterns and existing LN structure, and apply a simple form of fee structure with only one tunable parameter, α, that is most influential on the transaction routing paths. We assume the transactions through the LN take the path of the lowest aggregate fees, and found as a consequence that one cannot have short average path lengths and low overall channel imbalances at the same time. A good compromise is to have fees proportional to the square root of the channel capacity, such that reasonably short path lengths and overall balanced channel capacities can be achieved that makes the operation of the LN more sustainable. © 2018 IEEE.;conference paper;scopus;Analysis;Economics;LN
265;2019;10.1007/978-3-030-31500-9_12;"Avarikioti G.; Scheuner R.; Wattenhofer R.";Payment Networks as Creation Games;Payment networks were introduced to address the limitation on the transaction throughput of popular blockchains. To open a payment channel one has to publish a transaction on-chain and pay the appropriate transaction fee. A transaction can be routed in the network, as long as there is a path of channels with the necessary capital. The intermediate nodes on this path can ask for a fee to forward the transaction. Hence, opening channels, although costly, can benefit a party, both by reducing the cost of the party for sending a transaction and by collecting the fees from forwarding transactions of other parties. This trade-off spawns a network creation game between the channel parties. In this work, we introduce the first game theoretic model for analyzing the network creation game on blockchain payment channels. Further, we examine various network structures (path, star, complete bipartite graph and clique) and determine for each one of them the constraints (fee value) under which they constitute a Nash equilibrium, given a fixed fee policy. Last, we show that the star is a Nash equilibrium when each channel party can freely decide the channel fee. On the other hand, we prove the complete bipartite graph can never be a Nash equilibrium, given a free fee policy. © Springer Nature Switzerland AG 2019.;conference paper;scopus;Analysis;Economics;LN
266;2019;10.1007/978-3-030-31500-9_13;"Galal H.S.; ElSheikh M.; Youssef A.M.";An Efficient Micropayment Channel on Ethereum;Blockchain protocols for cryptocurrencies offer secure payment transactions, yet their throughput pales in comparison to centralized payment systems such as VISA. Moreover, transactions incur fees that relatively hinder the adoption of cryptocurrencies for simple daily payments. Micropayment channels are second layer protocols that allow efficient and nearly unlimited number of payments between parties at the cost of only two transactions, one to initiate it and the other one to close it. Typically, the de-facto approach for micropayment channels on Ethereum is to utilize digital signatures which incur a constant gas cost but still relatively high due to expensive elliptic curve operations. Recently, ElSheikh et al. have proposed a protocol that utilizes hash chain which scales linearly with the channel capacity and has a lower cost compared to the digital signature based channel up to a capacity of 1000 micropayments. In this paper, we improve even more and propose a protocol that scales logarithmically with the channel capacity. Furthermore, by utilizing a variant of Merkle tree, our protocol does not require the payer to lock the entire balance at the channel creation which is an intrinsic limitation with the current alternatives. To assess the efficiency of our protocol, we carried out a number of experiments, and the results prove a positive efficiency and an overall low cost. Finally, we release the source code for prototype on Github (https://github.com/HSG88/Payment-Channel). © Springer Nature Switzerland AG 2019.;conference paper;scopus;New Protocol;Economics;Other
267;2019;10.1007/978-3-030-36938-5_30;"Pan C.; Tang S.; Ge Z.; Liu Z.; Long Y.; Liu Z.; Gu D.";Gnocchi: Multiplexed Payment Channels for Cryptocurrencies;As the underlying technology of mainstream cryptocurrencies such as Bitcoin and Ethereum, blockchain builds a decentralized payment system. However, the security and consistency of such system derive from the wide replication of transaction data and expensive distributed consensus mechanism, which makes current cryptocurrencies suffer great scalability gap from meeting commercial demand. To date, several solutions have been proposed to solve the scalability bottleneck of blockchain systems such as Bitcoin-NG, sharding mechanism and off-chain payment network. The off-chain payment network is one of the most promising approaches since it could significantly extend the throughput of the system and provide cheap instant micro-payment. In this work, we introduce Gnocchi, a multiplexed off-channel payment channel scheme that offers a novel method to construct an off-channel payment system to allow multi-party payment in one channel. We formally model our payment network and analyze network connectivity of our scheme to show that this newly proposed scheme significantly reduces the routing cost and transfer fee for cross-channel payment in contrast to existing off-chain payment scheme such as Lightning Network. This improves the efficiency of off-chain payment system further. We introduce transaction supervisor in a channel while maintaining the decentralization feature of the system by elaborately designing a fraud proof contract to restrain any adversary in the channel. © 2019, Springer Nature Switzerland AG.;conference paper;scopus;New Protocol;Economics;LN
268;2019;10.1109/ICC.2019.8761804;"Zhang Y.; Yang D.; Xue G.";CheaPay: An Optimal Algorithm for Fee Minimization in Blockchain-Based Payment Channel Networks;The past several years have witnessed an explosive growth in cryptocurrencies, but the blockchain-based cryptocurrencies have also raised many concerns, among which a crucial one is the scalability issue. Suffering from the large overhead of global consensus and security assurance, even the leading cryptocurrencies can only handle up to tens of transactions per second, which largely limits their applications in real-world scenarios. Among many proposals to improve the cryptocurrency scalability, one of the most promising and mature solutions is the payment channel network (PCN), which offers the off-chain settlement of transactions with minimal involvement of expensive blockchain operations. In this paper, we investigate the problem of payment routing in PCNs from an optimization perspective, which is to minimize the transaction fee of a payment path, subject to the timeliness and feasibility constraints. We present an optimal distributed algorithm CheaPay for this problem. Extensive simulations demonstrate that CheaPay significantly outperforms baseline algorithms in terms of the success ratio and the average accepted value. © 2019 IEEE.;conference paper;scopus;New Protocol;Economics;Other
269;2020;10.2139/ssrn.3514125;Divakaruni, A., Zimmerman, P.;Ride the Lightning: Turning Bitcoin into Money;"We show that recent technological innovations have significantly improved the efficiency of Bitcoin as a means of payment. We study three particular innovations: the Lightning Network, a means of netting payments off the blockchain; SegWit, an improvement to the way data are stored on the blockchain; and Bitcoin Cash, a new cryptocurrency forked from Bitcoin. We find a robust and significant association between adoption of the Lightning Network and reduced blockchain congestion. This improvement cannot be explained by other factors, such as changes in speculative demand for Bitcoin. We show that the Lightning Network has become increasingly centralised, with payments channelled through relatively few intermediaries. Finally, we argue that improved functioning of Bitcoin is positive for welfare, and may reduce the environmental footprint of Bitcoin mining.";preprint;ssrn;Analysis;Economics;LN
270;2020;10.1016/j.comnet.2020.107098;"Erdin E.; Cebe M.; Akkaya K.; Solak S.; Bulut E.; Uluagac S.";A Bitcoin payment network with reduced transaction fees and confirmation times;The high transaction fees and confirmation times made Bitcoin unfeasible for many applications when the payments are in small amounts and require instant approval. As a result, many other cryptocurrencies were introduced for addressing these issues, but the Bitcoin network is still the most widely used payment system. Without doubt, to benefit from its network of users, there is a need for novel solutions that can successfully address the problems about high transaction fees and transaction verification times. Recently, payment network ideas have been introduced including the Lightning Network (LN) which exploits off-chain bidirectional payment channels between parties. As off-chain links can be configured to perform aggregated transactions at certain intervals without writing to blockchain, this would not only reduce the transaction fees but also decrease the verification times significantly. Nevertheless, LN still deploys relay nodes which charge fees and its growth leads certain nodes to become monopolies which defeat the very purpose of decentralization. Despite the thought that LN will provide a “scale-free network mechanism” along with high decentralization, how to form such a network among multiple parties is never studied before. Therefore, in this paper, by exploiting the LN, we offer to form a purely decentralized payment network which will allow Bitcoin to handle a lot of transactions with enough capacity. The idea is to form a network of retailers (i.e., nodes) which do business with Bitcoin by connecting them through off-chain links (i.e., payment channels) based on the business needs. The problem is initially modeled as a network optimization but since scalability would be a concern the next steps follow a heuristic approach where certain links are pruned to force evenly distributed payment flows while minimizing the total investments made to create initial off-chain links. The evaluations demonstrate the extent of scalability of the network along with the trade-offs between the distribution of flows and the initial flow capacities of the nodes. © 2020;article;scopus;New Protocol;Economics;LN
271;2020;10.1007/978-3-030-51280-4_16;"Ersoy O.; Roos S.; Erkin Z.";How to Profit from Payments Channels;Payment channel networks like Bitcoin’s Lightning network are an auspicious approach for realizing high transaction throughput and almost-instant confirmations in blockchain networks. However, the ability to successfully conduct payments in such networks relies on the willingness of participants to lock collateral in the network. In Lightning, the key financial incentive to lock collateral are low fees for routing payments of other participants. While users can choose these fees, real-world data indicates that they mainly stick to default fees. By providing insights on beneficial choices for fees, we aim to incentivize users to lock more collateral and improve the effectiveness of the network. In this paper, we consider a node that given the network topology and the channel details establishes channels and chooses fees to maximize its financial gain. Our contributions are i) formalization of the optimization problem, ii) proving that the problem is NP-hard, and iii) designing and evaluating a greedy algorithm to approximate the optimal solution. In each step, our greedy algorithm establishes a channel that maximizes the increase to ’s total reward, which corresponds to maximizing the number of shortest paths passing through. Our simulation study leveraged real-world data sets to quantify the impact of our gain optimization and indicates that our strategy is at least a factor two better than other strategies. © 2020, International Financial Cryptography Association.;conference paper;scopus;New Protocol;Economics;LN
272;2020;10.1007/978-3-030-23813-1_2;"Khan N.; State R.";Lightning network: A comparative review of transaction fees and data analysis;Blockchain is a revolutionary, immutable database disrupting the finance industry with a potential to provide payments in a secure environment, unhindered by intermediaries. However, scalability and throughput issues plague the technology and prevent it’s mass scale adoption. The paper focusses on Lightning Network, the off-chain, scalable and high throughput payment solution from Bitcoin. A comparison is conducted to highlight the fee incurred for payment transactions through Lightning Network, Raiden, Stellar, Bitcoin and conventional payment systems to assess its viability as a blockchain-based payment system. The paper also provides an analysis of the data of Lightning Network, to give a global overview of its usage and reachability. © Springer Nature Switzerland AG 2020.;conference paper;scopus;Analysis;Economics;LN
273;2020;10.1109/ITIA50152.2020.9312377;"Zhang W.; Li Z.; Peng E.";Blockchain anonymous trading system based on multi-hop payment;In recent years, with the emergence of bitcoin, blockchain technology has attracted more and more attentions from academia and industry. The advantages of blockchain are decentralized trust, not tampered, traceable and consensus features. However, transaction processing speed is 7 transactions per second in the bitcoin network. The transaction processing performance is not suitable to many applications in e-commerce field. Hence, the scalability of transaction consensus on blockchain has become a challenge issue. There are existing works to solve the issue, such as the lightning network, which exploits cross-chain consensus to improve the scalability of the bitcoin transaction. However, the anonymity between seller and buyer is still a privacy challenge for the fast blockchain payments based on the lightning. In this paper, we propose a blockchain anonymous trading framework based on multi-hop payment to solve the scalability problem of the blockchain transactions and improve the efficiency of transactions among nodes. Firstly, we use Three-session encryption to build multiple encryption transaction channels between a pair of nodes. Secondly, Dijkstra is used to find a minimal anonymous service fee path. Finally, the experimental results show that lightning network with encryption transaction channels can improve the use efficiency, reduce the extra cost of transaction and guarantee the privacy information of users.  © 2020 IEEE.;conference paper;scopus;New Protocol;Economics;LN
274;2021;10.48550/arXiv.2107.03367;Fazli, M.A., Nehzati, S.M., Salarkia, M.A.;Building stable off-chain payment networks;Payment channel is a protocol which allows cryptocurrency users to route multiple transactions through network without committing them to the main blockchain network (mainnet). This ability makes them the most prominent solution to blockchains' scalability problem. Each modification of payment channels requires a transaction on the mainnet and therefore, big transaction fees. In this paper, we assume that a set of payment transactions are given (batch or online) and we study the problem of scheduling modificiations on payment channels to route all of the transactions with minimum modification cost. We investigate two cost models for aforementioned problem: the step cost function in which every channel modification has a constant cost and the linear cost function in which modification costs are proportional to the amount of change. For the step cost function model, we prove impossibility results for both batch and online case. Moreover, some heuristic methods for the batch case are presented and compared. For the linear cost we propose a polynomial time algorithm using linear programming for the batch case.;preprint;arxiv;Analysis;Economics;Other
275;2022;10.1109/TNSE.2022.3154408;"Bai Q.; Xu Y.; Wang X.";Understanding the Benefit of Being Patient in Payment Channel Networks;Scaling blockchain efficiency is crucial to its widespread usage in which the payment channel is one of the most prominent approaches. With payment channels and the network they construct, two users can move some transactions off-chain to avoid expensive and time-consuming on-chain settlements. Existing works are devoted to designing high-throughput payment channel networks (PCNs) or efficient PCN routing policies to reduce the fee charged by intermediate nodes. In this paper, we investigate the PCN routing from a different perspective by answering whether the routing fee of transactions can be saved through being a bit more patient. The key idea is to reorder the processing sequence of atomic transactions, other than to handle each of them separately and immediately. We present two mechanisms, one is periodic transaction processing and the other is purely strategic waiting. In the former, the incoming transactions in a short time interval are processed collectively. We formulate an optimization model to minimize their total routing fee and derive the optimal permutation of processing transactions as well as the routing policy for each of them. A Shapley value based scheme is presented to redistribute the benefit of reordering among the transactions efficiently and fairly. In the latter, we model the waiting time of a strategic transaction on a single payment channel as the first passage time problem in queuing theory when the transaction value is higher than the channel balance upon its arrival. By capturing the balance dynamics, we are able to calculate the recursive expression of waiting time distribution that is useful to gauge a user's cost of patience. Experimental results manifest that our cost redistribution mechanism can effectively save routing fees for all the transactions, and the waiting time distribution coincides with the model well. © 2022 IEEE Computer Society. All rights reserved.;article;scopus;New Protocol;Economics;Other
